StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,MTURK_ID,familiar,severity1,severity2,severity3,severity4,severity5,origin1,origin2,origin3,origin4,covidvax1,covidvax2,covidvax3,skep1,skep2,skep3,skep4,vaxeff_1,vaxeff_2,vaxeff_3,vaxeff_4,AC1,xeno1,xeno2,xeno3,xeno4,politics1,politics2,politics3,econ_1,econ_2,econ_3,AC2,Explain,Thoughts,Gender,Age,Ethnicity,Region,State,Rural,newshours,SocialIssues_1,FiscalIssues_1,FINAL_AC,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count
5/19/20 13:04,5/19/20 13:07,0,72.229.32.240,100,219,1,5/19/20 13:07,R_C2nwut1KSmMsx8t,,,,,40.73640442,-73.86949921,anonymous,EN,1,A1VVXZYA3TPHP0,5,7,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,3,5,2,2,1,1,2,2,1,1,1,2,1,2,2,1,I think I answered the way I did because I am keeping myself abreast of what is happening right now with COVID-19 crisis. ,none,1,36,4,4,new york,5,5,1,1,1,4.389,4.389,6.052,1
5/19/20 13:03,5/19/20 13:07,0,47.224.3.201,100,272,1,5/19/20 13:07,R_3GcBU54HSpHghmM,,,,,44.25039673,-85.43000031,anonymous,EN,1,AOEO9ZV81R0I4,4,4,6,3,4,5,2,3,2,3,4,3,3,3,3,3,3,2,4,2,2,1,2,2,3,5,5,5,4,5,5,4,1,"I think the Coronavirus is just a new strain that's out, like when the SARS outbreak occurred years ago, and people with social media are just a lot more panicky and wimpy nowadays. ",No thanks,1,43,1,2,Michigan,4,2,3,4,1,7.765,7.765,14.003,1
5/19/20 13:03,5/19/20 13:07,0,104.63.94.49,100,238,1,5/19/20 13:07,R_dipjhomWOlGlVrH,,,,,42.61599731,-83.92500305,anonymous,EN,1,AHV4U78TUUDKI,5,2,5,1,2,3,2,2,2,1,2,1,2,2,1,3,3,2,1,2,2,1,1,1,3,1,2,1,1,1,1,2,1,I think its best to listen to those who work with diseases and not to pay attention to the politicians and the hype around the disease,none,1,50,1,2,Michigan,4,5,1,3,1,3.431,3.431,6.471,1
5/19/20 13:04,5/19/20 13:08,0,208.86.13.15,100,218,1,5/19/20 13:08,R_1dMQ6uqzwhHJzNW,,,,,31.94490051,-89.2338028,anonymous,EN,1,A3QJ1H9S36VDHJ,3,5,4,3,4,4,4,5,4,5,4,4,3,4,5,4,3,4,5,3,4,1,5,5,4,4,5,4,4,4,4,3,1,"''I didn't ask you that, she returned. ... “Two or three other names were also suggested by somebody else. ... “When you come into contact with the public, a bumper is necessary in the way ... My recommendation","''I didn't ask you that, she returned. ... “Two or three other names were also suggested by somebody else. ... “When you come into contact with the public, a bumper is necessary in the way ... My recommendation",1,36,1,1,oh,4,43,5,5,1,6.27,6.27,12.67,1
5/19/20 13:04,5/19/20 13:08,0,73.96.221.210,100,213,1,5/19/20 13:08,R_30q4itWGGhTZb91,,,,,45.45010376,-122.8679962,anonymous,EN,1,APT0I9WGCQJVB,3,4,2,3,5,2,6,4,6,5,5,4,3,5,5,4,2,3,4,5,4,1,4,6,5,5,4,5,3,4,5,3,1,MY ANSWER IS VERY BEST,GOOD,2,30,1,2,OREGON,4,6,6,5,1,3.521,20.503,21.135,5
5/19/20 13:05,5/19/20 13:08,0,67.243.112.14,100,198,1,5/19/20 13:08,R_28AO6aeTMnORrEM,,,,,41.45350647,-74.47740173,anonymous,EN,1,A1SETQLJM04TZS,4,3,3,1,1,2,1,3,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,I am well educated on the COVID 19 pandemic.  also I am a medical student so I believe in the importance of medicine and understand how vaccines work.,none,2,26,1,4,New York,5,3,2,5,1,3.349,6.32,6.772,2
5/19/20 13:03,5/19/20 13:08,0,96.40.157.62,100,268,1,5/19/20 13:08,R_3CVQ4nxQRyZ92rp,,,,,34.08990479,-118.0870972,anonymous,EN,1,A2IJVS0FU5H2Y8,5,1,5,6,6,2,4,4,6,5,3,4,4,2,4,4,2,3,5,5,4,1,5,5,4,5,4,5,3,5,6,2,1,based on corona updates in learned news websites,interesting,1,29,1,2,Kentucky,5,4,7,6,1,19.952,19.952,24.663,1
5/19/20 13:04,5/19/20 13:08,0,98.218.232.131,100,257,1,5/19/20 13:08,R_3gYnIbOZ3euEzpm,,,,,38.88920593,-76.9417038,anonymous,EN,1,A12VOC0GO7PP0D,2,5,1,6,4,3,7,3,6,4,7,4,2,4,6,2,3,2,6,5,1,1,6,4,4,7,7,3,3,4,5,3,1,Covid-19 is the most dangerous diseases.,,2,32,2,3,Washington,5,10,3,2,1,6.473,8.023,13.857,2
5/19/20 13:05,5/19/20 13:08,0,64.39.93.152,100,201,1,5/19/20 13:08,R_2i5rpr9IuVxv4c1,,,,,45.65739441,-68.71019745,anonymous,EN,1,AMYURTQIMAC8T,4,1,1,1,4,4,4,3,5,2,5,2,3,2,7,3,2,6,2,2,3,0,4,3,5,4,5,5,4,6,5,3,1,because i hate corona virus,,2,31,1,4,maine,4,14,1,1,1,5.975,5.975,7.125,1
5/19/20 13:05,5/19/20 13:08,0,100.36.133.136,100,176,1,5/19/20 13:08,R_2v0353PA1MbVYYv,,,,,38.81730652,-77.29049683,anonymous,EN,1,A7SXWHGK8B40R,5,3,6,6,6,3,5,2,5,6,6,3,3,7,5,3,5,2,5,5,2,1,7,7,7,7,6,6,1,5,6,2,1,I gave answers based on my opinions about the Corona virus pandemic,No,1,24,1,1,CA,5,3,6,6,1,2.681,2.681,5.764,1
5/19/20 13:04,5/19/20 13:08,0,24.251.82.173,100,248,1,5/19/20 13:08,R_2zpve165G77MEPo,,,,,33.59170532,-112.1130981,anonymous,EN,1,A3FSLBP09L0ATL,4,6,2,5,5,3,6,3,6,5,5,5,2,5,5,3,3,3,5,5,3,1,6,5,6,6,5,5,3,5,5,3,0,information gathering.,good.,1,30,1,3,Arizona,4,54,1,2,0,3.132,3.132,8.196,1
5/19/20 13:04,5/19/20 13:08,0,47.32.106.128,100,248,1,5/19/20 13:08,R_OfzuyBxc0nuNneV,,,,,34.35429382,-83.88980103,anonymous,EN,1,A2Y00M76OHLI8,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,provide my guess,nice,1,33,1,3,texas,4,4,6,6,0,5.857,7.617,8.805,2
5/19/20 13:03,5/19/20 13:08,0,73.249.228.107,100,290,1,5/19/20 13:08,R_12eZoFl5BDirsE4,,,,,42.86369324,-71.51319885,anonymous,EN,1,A36EOEBVBUTO85,4,2,3,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,1,7,2,3,5,4,5,1,I think the opinions of scientists are important and that most politicians are not thinking in the best interest of all Americans.,No,2,42,1,4,NH,4,5,3,3,1,13.113,15.401,16.502,2
5/19/20 13:03,5/19/20 13:08,0,73.119.242.192,100,296,1,5/19/20 13:08,R_1r3vksHBYsgp01f,,,,,43.01100159,-71.45709991,anonymous,EN,1,A3QSJY1FFN0N6V,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"I answered the way I did because that is how I truly feel. I am an educated person who believes in science, therefore I listen to scientists, doctors, and experts. I'm not a crazy, ignorant, conspiracy theory believing, anti-vax lunatic who gets their information from youtube videos or Donald Trump.",No,2,37,1,4,New Hampshire,5,14,1,1,1,3.305,3.305,6.124,1
5/19/20 13:04,5/19/20 13:08,0,172.113.240.125,100,284,1,5/19/20 13:08,R_2RWddwjoP5hP3zS,,,,,33.78320313,-117.9772949,anonymous,EN,1,A39LOO32HLYRD5,4,5,2,6,5,2,6,3,5,5,6,5,2,5,6,2,3,2,6,5,2,1,5,5,6,6,5,6,3,6,6,3,1,i did my best,no,2,26,1,1,washington,4,5,6,6,1,5.114,5.114,9.021,1
5/19/20 13:03,5/19/20 13:08,0,98.243.241.7,100,290,1,5/19/20 13:08,R_3PbswnAqkcIS2Ms,,,,,42.27470398,-83.37979889,anonymous,EN,1,A15SUPIZ05ZFCD,5,1,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,2,1,4,2,2,4,2,3,1,"I answered the way I did because that's how I feel.
The virus is real and shouldn't be downplayed. ",none,1,30,1,2,Michigan,5,1,3,3,1,8.899,8.899,10.973,1
5/19/20 13:03,5/19/20 13:08,0,24.116.153.204,100,332,1,5/19/20 13:08,R_OcZith1otwq7RoB,,,,,43.65020752,-116.4342957,anonymous,EN,1,A22F1TLMSPO6RW,5,6,1,6,7,2,6,2,6,7,6,5,3,5,5,2,3,2,6,6,3,1,6,7,6,6,6,6,2,6,7,1,1,good and best,good,1,18,1,3,idaho,5,15,7,6,1,4.607,4.607,6.017,1
5/19/20 13:03,5/19/20 13:08,0,76.107.22.101,100,297,1,5/19/20 13:08,R_3n6QKVh9cQ1a7PC,,,,,35.1566925,-89.92739868,anonymous,EN,1,A2TXC8Q2IFGRXH,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,This is the worst pandemic in my lifetime and has spread to nearly ever nation. We are in uncharted territory about a lot of this,stay safe,1,68,1,3,TN,5,30,1,1,1,5.585,5.585,8.963,1
5/19/20 13:03,5/19/20 13:08,0,67.234.186.159,100,323,1,5/19/20 13:08,R_3NRupk9FeVEAvQp,,,,,38.57730103,-92.24430084,anonymous,EN,1,A2DVV59R1CQU6T,4,1,4,1,1,3,1,2,1,2,1,1,1,6,1,2,1,1,1,1,1,1,1,2,3,1,4,3,2,2,3,2,1,I feel relatively well informed about the virus and tend to trust the recommendations of the scientific community over the self serving rhetoric of politicians and their poorly adapted constituents.  ,"No, not particularly.",1,30,1,2,Missouri,5,4,1,1,1,6.091,6.091,6.956,1
5/19/20 13:04,5/19/20 13:08,0,75.130.164.128,100,293,1,5/19/20 13:08,R_3soEWbCkhPcpsAa,,,,,34.90989685,-82.46269989,anonymous,EN,1,A3DSR11QOMALGX,3,2,5,2,2,2,1,2,1,1,2,1,2,1,1,2,2,3,2,1,2,1,2,2,4,4,2,2,1,2,2,3,1,I believe COVID came about naturally and was not bred in a lab.  We should've acted quicker to stop the spread but many countries did not.,no,1,28,1,3,sc,5,3,4,4,1,3.917,6.182,7.274,2
5/19/20 13:04,5/19/20 13:08,0,73.63.95.29,100,294,1,5/19/20 13:08,R_3lRDlwBNWrrzap7,,,,,40.49530029,-111.9439011,anonymous,EN,1,A1DWQO9X2ZQ35G,4,6,7,4,5,5,7,7,7,7,7,7,7,7,6,7,7,4,7,2,4,1,1,5,5,5,7,7,7,7,7,7,1,This is what I believe. ,no,2,35,1,1,Utah,5,1,7,7,1,6.35,6.35,8.371,1
5/19/20 13:04,5/19/20 13:08,0,69.118.63.174,100,267,1,5/19/20 13:08,R_5mpDjkQfdP3LHvH,,,,,40.89489746,-74.01100159,anonymous,EN,1,A3MCBRVBXU4TGQ,4,1,6,2,1,2,4,3,4,3,6,1,1,4,2,2,1,1,7,2,1,1,2,2,1,2,7,2,1,6,1,6,1,I choose my answers based on my trust of the scientific community and the politicians who are data driven.,"No, good job!",1,33,4,4,New Jersey ,5,5,4,4,1,7.929,9.154,10.761,2
5/19/20 13:03,5/19/20 13:09,0,69.180.36.43,100,319,1,5/19/20 13:09,R_3P5l8ChNfoboNSi,,,,,34.23190308,-84.16269684,anonymous,EN,1,A1SSYN7TXMTJS4,4,3,5,3,4,2,4,4,4,4,3,1,2,2,3,3,1,2,4,2,2,1,2,4,6,6,5,3,2,3,4,2,1,I think its a bad virus and we need to support the folks combating it,no,1,52,1,3,ga,5,9,5,7,1,10.518,10.518,11.971,1
5/19/20 13:03,5/19/20 13:09,0,199.249.233.176,100,320,1,5/19/20 13:09,R_3R9Qhz8SDNb8YWL,,,,,29.89309692,-98.68569946,anonymous,EN,1,A1YQ13SUZBWB7O,3,5,7,4,1,7,5,4,7,5,5,4,4,7,2,6,3,4,4,2,2,1,1,7,7,7,7,6,7,7,7,4,1,We need to reopen the country already. This thing was blown way overboard to begin with because of the poison that is the media. Social media is also extremely toxic. Time to get back to work!,Thank you!!,1,32,6,3,Texas,4,6,7,7,1,2.358,9.983,10.746,5
5/19/20 13:05,5/19/20 13:09,0,129.109.22.117,100,228,1,5/19/20 13:09,R_AMOsVZOl9jVK17X,,,,,29.27929688,-94.834198,anonymous,EN,1,AOG0PUCLMU0HH,4,1,7,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,grew up my whole life getting vaccinations and work in the healthcare professions. ,N/A,1,30,4,3,Texas,5,3,2,1,1,2.853,2.853,6.838,1
5/19/20 13:03,5/19/20 13:09,0,73.174.197.13,100,323,1,5/19/20 13:09,R_7OiYgHHtmAwvGpP,,,,,40.67179871,-80.29170227,anonymous,EN,1,A2UEEPAMX63B2I,4,3,6,4,3,3,3,5,3,4,4,2,2,3,4,3,3,2,3,2,2,1,4,5,5,6,4,4,3,5,3,4,1,"It's hard to believe what anyone is telling you, even the CDC and WHO. I think it's because we have such little information. Time will tell how this all plays out.",no,1,32,1,4,PA,4,2,3,3,1,2.31,2.31,11.211,1
5/19/20 13:04,5/19/20 13:09,0,73.155.27.163,100,306,1,5/19/20 13:09,R_2dWQLJM5EOxz6iZ,,,,,29.5717926,-95.13050079,anonymous,EN,1,A3F9YRBAZZ472L,4,6,2,6,6,2,6,2,6,6,6,6,2,6,6,2,2,2,6,6,2,1,6,6,6,6,6,6,2,6,6,2,1,THE GOOD ANSWER OF THE SURVEY VER INTERESTED OF THE SURVEY,good survey,1,18,1,3,CA,4,2,6,6,1,9.666,26.049,28.312,3
5/19/20 13:03,5/19/20 13:09,0,68.123.236.50,100,329,1,5/19/20 13:09,R_2CjEqYd78VGfBXM,,,,,33.83509827,-117.8652039,anonymous,EN,1,A99G3DRT0E3XK,5,6,7,5,7,1,3,3,6,2,3,5,2,5,3,3,5,6,2,5,3,1,5,4,5,4,3,5,3,6,3,5,1,I am confident in how the government is handling the virus. I know that there will be a vaccine that will come out shorlty.,none,1,29,1,1,California,5,12,6,7,1,6.723,6.723,7.953,1
5/19/20 13:03,5/19/20 13:09,0,47.192.135.202,100,342,1,5/19/20 13:09,R_2yl5ctUiZPw1pUt,,,,,26.92019653,-82.30470276,anonymous,EN,1,AMHGLKAIOX9ST,3,4,3,5,5,3,6,3,5,4,4,5,3,5,5,3,4,2,4,4,3,0,4,5,4,5,5,4,3,5,5,2,1,good,good,1,43,4,2,florida,4,4,5,5,1,24.66,24.66,26.516,1
5/19/20 13:03,5/19/20 13:09,0,70.140.178.58,100,347,1,5/19/20 13:09,R_12fYHOZR001R1lF,,,,,30.01060486,-95.44979858,anonymous,EN,1,A3KC26Z78FBOJT,4,1,4,1,1,1,3,4,5,1,3,1,1,2,2,1,2,3,6,4,4,1,1,1,4,1,4,1,1,2,1,3,1,I believe the cornavirus is serious and more deadly than the flu and it's the greatest pandemic humans have faced in a very long time. I am not for re-opening the economy right away as I believe we will see a second wave the virus which will be even more deadly.,,1,31,4,3,Texas,5,3,3,4,1,5.09,5.09,11.126,1
5/19/20 13:04,5/19/20 13:09,0,65.130.171.103,100,326,1,5/19/20 13:09,R_5yTKfmXM1Crk4IF,,,,,40.6750946,-111.816597,anonymous,EN,1,A3EZ3BRM1C5WKV,4,3,5,2,1,1,4,7,7,2,3,1,2,4,2,3,3,3,5,2,3,1,5,7,7,6,4,2,2,4,1,5,1,This pandemic has done a lot of damage. I believe it is bio-terrorism.,Everything worked well.,1,40,1,1,Utah,4,3,3,5,1,5.438,5.438,6.529,1
5/19/20 13:03,5/19/20 13:09,0,73.76.251.230,100,338,1,5/19/20 13:09,R_3IYKXiq8ZweGltG,,,,,29.68760681,-95.4048996,anonymous,EN,1,A1JU33VF1LTZKR,4,5,4,6,4,2,5,4,6,3,6,4,2,5,4,5,2,3,4,4,2,1,4,6,6,4,6,6,4,4,6,3,1,Nice plan.,Good survey.,1,26,1,3,TX ,5,7,2,2,1,2.885,2.885,6.831,1
5/19/20 13:04,5/19/20 13:09,0,67.233.129.240,100,329,1,5/19/20 13:09,R_3NVe5wVJf4OXyUI,,,,,28.54359436,-81.37380219,anonymous,EN,1,A3A0SDXXETT1VN,4,5,2,6,4,4,5,3,4,6,4,4,3,5,6,4,3,4,6,5,3,1,6,4,5,5,4,3,4,4,5,2,1,it is also my opinion,i have good journey of this survey,1,31,1,3,texas,4,40,6,5,0,2.697,2.697,6.745,1
5/19/20 13:04,5/19/20 13:09,0,141.151.88.79,100,323,1,5/19/20 13:09,R_1nNrnP80eayeJBS,,,,,39.93569946,-75.18319702,anonymous,EN,1,A2382G9LO5BMWP,4,7,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,1,3,1,The current coronavirus situation is serious and needs to be taken seriously. Anyone who thinks we should just be out in groups and continuing on like normal does now understand how serious the situation is. ,I do not,3,26,1,4,New Jersey,4,10,1,1,1,14.374,14.374,15.553,1
5/19/20 13:04,5/19/20 13:09,0,168.7.251.170,100,302,1,5/19/20 13:09,R_3Okx2ThIFnX67ic,,,,,29.72279358,-95.42510223,anonymous,EN,1,A1FQE3NEOHSKOX,5,1,5,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,This is a global problem that needs the world (including China) and the scientific community to resolve.  It cannot be politicized.,no,1,37,1,3,Texas,5,7,1,2,1,7.885,9.856,12.366,2
5/19/20 13:03,5/19/20 13:09,0,70.117.10.213,100,355,1,5/19/20 13:09,R_3DwqPzKpB8nhUhG,,,,,29.41870117,-98.6882019,anonymous,EN,1,A32Y1EAYQETKG2,4,6,2,6,6,2,6,2,7,6,6,6,1,6,7,2,2,2,6,6,2,0,5,6,7,7,6,5,3,6,6,2,0,This virus has worn out enough of me and America took the most blow.,thank you so much,2,29,1,2,texas,5,5,6,6,1,6.04,8.891,9.81,3
5/19/20 13:05,5/19/20 13:09,0,73.125.134.68,100,279,1,5/19/20 13:09,R_ctGesOVKNs4BDgt,,,,,25.60620117,-80.34519958,anonymous,EN,1,A2OCFOQRPBYN0P,4,7,2,5,6,1,6,2,5,7,5,6,1,5,6,1,2,2,6,7,3,0,6,7,5,6,7,5,2,7,5,2,1,My family and my best friends so very safe,Its very like survey.,2,52,2,3,Florida,4,6,7,7,1,2.302,2.302,9.621,1
5/19/20 13:04,5/19/20 13:09,0,136.49.244.20,100,317,1,5/19/20 13:09,R_3fDzTTL9vcPHec7,,,,,30.17199707,-97.87840271,anonymous,EN,1,A3BG2S9T5CCGC,4,4,4,2,3,3,1,3,2,1,1,1,2,1,1,2,1,5,7,1,2,1,1,1,1,4,6,5,1,4,3,1,1,"I believe this virus is a serious issue, and that everyone should be taking the necessary precautions as recommended by professionals. I also understand the toll it takes on the economy, with millions now unemployed. I think we need to practice social distancing for a long time in order to make sure things slowly return back to normal.",no,1,21,4,3,texas,5,1,3,5,1,6.002,6.442,9.645,2
5/19/20 13:04,5/19/20 13:09,0,192.161.198.127,100,323,1,5/19/20 13:09,R_3k6stcoazAhso48,,,,,38.7368927,-88.07929993,anonymous,EN,1,A3FQYXSF2OBFQI,4,1,3,1,1,1,1,4,4,1,1,1,2,1,2,2,2,2,5,1,2,1,1,3,2,3,1,1,1,4,1,2,1,"Coronavirus is a real, horrible, threatening virus. We need to be following the WHO and CDC recommendations",-,3,31,1,2,Illinois,4,1,5,4,1,9.888,9.888,11.026,1
5/19/20 13:03,5/19/20 13:09,0,184.98.86.133,100,364,1,5/19/20 13:09,R_2tGzjcKA3XFlIcp,,,,,33.31210327,-111.8212967,anonymous,EN,1,A38IYL7XJI5J3J,5,7,1,7,7,1,7,1,7,7,7,7,1,7,7,1,1,1,7,7,1,0,7,7,7,7,7,7,1,7,7,1,1,I READ FROM COVID 19 IN NEWSPAPER AND TV CABLE TV CHANNAL  TO HEAR THE NEWS TO ATTEND THE ANSWER,IT IS VERY EASY,1,32,4,3,AZ,4,48,7,7,0,9.539,16.513,18.371,2
5/19/20 13:04,5/19/20 13:09,0,151.201.147.144,100,350,1,5/19/20 13:09,R_3gLDC6jZTfEBxbY,,,,,39.59289551,-75.65149689,anonymous,EN,1,A2GLPM3R9XIHCU,3,2,6,1,2,2,7,7,7,7,7,7,6,7,6,6,6,6,6,6,3,1,1,5,6,2,7,7,6,7,6,1,1,I chose my answers based off of my knowledge and view of the corona virus ,No,1,30,1,4,Delaware ,4,2,4,4,1,3.891,8.326,8.872,3
5/19/20 13:04,5/19/20 13:09,0,172.220.225.162,100,315,1,5/19/20 13:09,R_b902hGmnZEBMVRD,,,,,35.58309937,-78.7881012,anonymous,EN,1,A2WYUG5PTNXZNT,4,5,4,4,2,2,2,3,4,3,3,2,1,6,2,2,2,2,4,2,1,1,1,3,4,2,2,3,2,3,3,3,1,I think that it is just something that happens.,,1,25,1,3,NC,4,6,2,3,1,7.141,7.141,8.339,1
5/19/20 13:06,5/19/20 13:09,0,173.93.230.117,100,207,1,5/19/20 13:09,R_Xv9NXIAibmxRdAt,,,,,33.4499054,-79.13600159,anonymous,EN,1,A36FTFWKSRJHMR,4,3,5,5,5,3,5,2,4,6,6,5,4,3,6,5,3,2,5,3,4,0,5,4,6,3,6,5,4,6,3,4,1,i randomly did it,no,1,31,1,3,SC,4,40,5,3,1,2.549,5.192,6.319,5
5/19/20 13:06,5/19/20 13:09,0,174.126.244.111,100,201,1,5/19/20 13:09,R_1dF9JEfhOpIT0c0,,,,,33.479599,-88.35279846,anonymous,EN,1,A3A8P4UR9A0DWQ,5,1,7,1,1,1,4,3,4,4,7,1,3,5,3,3,3,7,1,1,1,1,1,1,6,4,7,4,4,4,4,4,1,I think it is a mixture of over and under reaction and the lines have been blurred as to what is belivable.,none,2,44,1,3,Mississippi,4,7,7,7,1,1.355,2.761,11.824,2
