StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,MTURK_ID,familiar,severity1,severity2,severity3,severity4,severity5,origin1,origin2,origin3,origin4,covidvax1,covidvax2,covidvax3,skep1,skep2,skep3,skep4,vaxeff_1,vaxeff_2,vaxeff_3,vaxeff_4,AC1,xeno1,xeno2,xeno3,xeno4,politics1,politics2,politics3,econ_1,econ_2,econ_3,AC2,Explain,Thoughts,Gender,Age,Ethnicity,Region,State,Rural,newshours,SocialIssues_1,FiscalIssues_1,FINAL_AC,Q81_First Click,Q81_Last Click,Q81_Page Submit,Q81_Click Count
4/17/20 16:44,4/17/20 16:48,0,104.33.65.133,100,221,1,4/17/20 16:48,R_2YxO0nW76kJsOcv,,,,,34.1282959,-118.0513992,anonymous,EN,1,A34VLM2UC0JY11,5,4,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,"I believe that COVID-19 is a serious disease, and getting vaccinated is the only way to protect against it.",No comments.,2,31,4,1,California,5,0,7,4,1,2.768,5.68,6.712,2
4/17/20 16:43,4/17/20 16:48,0,108.44.46.154,100,281,1,4/17/20 16:48,R_xsk1Fk6OjV0LoJ3,,,,,42.71980286,-73.8207016,anonymous,EN,1,A2THN8O1IQIRP7,4,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,3,4,1,"I honestly didn't even realize that there was discontent towards organizations like the WHO and CDC until all of this happened. It's appalling to me that people are looking at the biggest public health disaster in arguably a century and are thinking it's some conspiracy. I believe scientists, and it's obvious from all of the deaths and hospitalizations that COVID-19 is a SERIOUS problem.",,2,23,1,4,New York,5,13,1,1,1,9.252,9.252,10.595,1
4/17/20 16:44,4/17/20 16:48,0,165.225.38.79,100,259,1,4/17/20 16:48,R_RbtnhlVKaQP13pL,,,,,40.82200623,-73.86000061,anonymous,EN,1,A23EWFNNOUS10B,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,7,1,1,1,1,1,1,1,1,From the news I have heard is why i answered the way i did. ,No,1,33,1,4,Ri,5,1,6,6,1,2.748,7.436,7.771,2
4/17/20 16:44,4/17/20 16:48,0,174.126.135.169,100,256,1,4/17/20 16:48,R_2CIYbJlkHuVHT8q,,,,,34.59260559,-112.4237976,anonymous,EN,1,A2JCHN90PRUWDH,3,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,I just answered honestly.,,1,26,1,1,AZ,4,1,2,2,1,3.062,3.062,5.717,1
4/17/20 16:43,4/17/20 16:48,0,47.150.161.117,100,268,1,4/17/20 16:48,R_3CWs1R6z4HRh6xV,,,,,34.55630493,-117.3527985,anonymous,EN,1,A2XTDMH2D2S3KG,4,5,2,6,5,4,7,4,6,4,6,7,3,5,6,4,2,4,6,7,3,1,4,6,7,4,6,4,2,5,7,2,1,Based upon analyse the fact,No comments,1,29,1,2,California,5,20,6,5,0,12.878,12.878,15.597,1
4/17/20 16:45,4/17/20 16:48,0,75.85.37.133,100,198,1,4/17/20 16:48,R_308EcrfXjq4sWLO,,,,,21.31329346,-157.822998,anonymous,EN,1,A1LEKO0AKAJGD0,5,1,4,1,1,1,1,2,5,5,6,7,3,5,6,1,3,2,7,5,2,1,6,3,4,6,2,6,6,6,5,4,1,BEcause I believe covid-19 affects the elderly a lot and I believe that this is one f the biggest threat ot the world,no,1,26,4,1,hawaii,4,2,2,2,1,6.423,6.423,8.661,1
4/17/20 16:43,4/17/20 16:48,0,98.159.196.54,100,311,1,4/17/20 16:48,R_eDKHKfWAAlQdpMR,,,,,34.61799622,-86.05619812,anonymous,EN,1,A24B5UF6RMHYGX,4,3,2,7,7,2,7,3,6,7,1,4,3,1,7,6,7,1,2,7,1,1,7,6,2,3,5,5,4,4,4,1,1,ty,ty,2,32,1,3,al,4,10,7,7,0,0.74,8.207,9.08,4
4/17/20 16:43,4/17/20 16:48,0,162.198.25.104,100,303,1,4/17/20 16:48,R_1rrxKyTDKB7U4XU,,,,,38.61419678,-90.29100037,anonymous,EN,1,A3GZYWA9S6J0K9,3,2,3,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,4,1,"I answered the way I did because I have generally been following the news on the pandemic and responses to it, and I'm sufficiently scientifically literate and capable of thinking critically.",no,2,47,1,2,MO,5,7,1,1,1,8.914,8.914,10.895,1
4/17/20 16:45,4/17/20 16:48,0,45.36.148.118,100,218,1,4/17/20 16:48,R_6mo1038INAzWErD,,,,,36.14300537,-80.30729675,anonymous,EN,1,A2Y5I2HJTRFR8H,5,1,6,2,1,2,1,7,6,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,7,1,1,1,1,1,3,1,I think the virus is a big threat.   ,,1,43,1,3,NC,5,7,3,6,1,8.328,8.328,9.884,1
4/17/20 16:43,4/17/20 16:48,0,47.157.6.82,100,298,1,4/17/20 16:48,R_dmQPC31x50mjS4p,,,,,33.97940063,-118.0608978,anonymous,EN,1,A27BB9H1CLOW1U,4,7,1,6,7,2,6,1,6,7,6,7,1,7,6,1,2,2,7,7,2,0,7,7,6,6,7,7,2,7,7,2,0," To make sure you get our coverage: Sign up for our daily coronavirus ... So here's where we are: All Californians are under orders to stay home ... Answering your questions ... Most of us have been working from home since March 11. ... and confront what's ahead, as we all continue to do our best to slow the",good,1,28,1,4,california,5,8,5,6,1,3.598,3.598,9.004,1
4/17/20 16:44,4/17/20 16:48,0,74.65.215.100,100,275,1,4/17/20 16:48,R_1r6prrbKDizGhAK,,,,,40.71490479,-73.98930359,anonymous,EN,1,A1UZXOMO6BS6I2,3,5,3,3,3,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,1,5,5,5,3,2,2,2,2,5,3,1,I gave my responses purely based on my own beliefs and reasoning. I think scientists and the CDC should be trusted to provide reliable information that normal citizens can trust. Vaccines have played a large role in eliminating diseases and are important.,None,1,23,4,4,NY,5,3,2,2,1,4.032,4.032,9.135,1
4/17/20 16:43,4/17/20 16:49,0,199.116.115.140,100,313,1,4/17/20 16:49,R_1lauB10e3aD7okd,,,,,41.84860229,-87.62879944,anonymous,EN,1,A38DC3BG1ZCVZ2,4,1,1,1,1,1,3,2,3,6,1,1,1,3,3,2,2,2,2,1,1,1,1,2,3,5,1,1,1,1,1,1,1,I answered with my true opinions and gut instinct,,2,35,6,1,az,5,3,4,3,1,3.276,3.276,7.075,1
4/17/20 16:43,4/17/20 16:49,0,98.169.57.197,100,320,1,4/17/20 16:49,R_3n6tXeZ3O4aTvbR,,,,,38.89900208,-77.19190216,anonymous,EN,1,A1DP4BJKMEF6LS,4,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,I answered in the most factual way I could. I do not believe in conspiracy theories or backing a political party because reality is inconvenient for me. COVID19 is dangerous and should be respected.,I think that's all of my thoughts,1,25,1,3,Virginia,5,20,1,1,1,10.218,11.003,11.265,2
4/17/20 16:43,4/17/20 16:49,0,71.232.130.176,100,320,1,4/17/20 16:49,R_25YO2IrsnGNoq9A,,,,,42.75779724,-71.46990204,anonymous,EN,1,A1B76WYZ47BQJ,5,7,1,1,1,1,5,4,7,5,6,1,3,4,4,4,3,2,7,5,2,1,7,7,7,7,4,4,1,4,3,1,1,I went with just my gut feelings.,no,1,53,1,4,NEW HAMPSHIRE,5,10,1,1,1,11.649,13.19,15.693,2
4/17/20 16:43,4/17/20 16:49,0,72.183.24.222,100,347,1,4/17/20 16:49,R_11ZrUb6AGIPjVot,,,,,30.04510498,-99.14170074,anonymous,EN,1,A1B5O1E2T429ET,3,6,7,4,2,6,4,6,6,4,6,7,6,4,4,3,4,6,7,7,6,1,1,1,4,4,6,6,6,7,7,2,1,"I think the whole situation is overblown. The more information we get, it shows how exaggerated the response is for the most part.",no,2,46,1,3,Texas,5,3,4,4,1,4.59,4.59,6.031,1
4/17/20 16:43,4/17/20 16:49,0,47.185.152.109,100,332,1,4/17/20 16:49,R_25FTurEM35dyemS,,,,,33.03909302,-97.07640076,anonymous,EN,1,A1BXEU20OCUGVZ,5,3,6,2,1,2,1,2,2,1,6,1,1,2,1,1,1,1,3,1,1,1,1,6,6,2,5,2,2,3,2,1,1,"I answered the way that I did because I feel that coronavirus is a threat, but it is also being used by politicians as a way to grand stand and gain power.",No.,2,31,1,3,Texas,5,7,2,5,1,9.991,9.991,12.486,1
4/17/20 16:46,4/17/20 16:49,0,75.140.95.142,100,172,1,4/17/20 16:49,R_pQVIcAxThg0fOql,,,,,34.14239502,-118.1257019,anonymous,EN,1,ANNO9B619EKVM,4,4,3,6,6,4,6,3,6,6,5,4,6,4,6,3,4,4,5,4,2,1,3,5,3,4,4,5,4,3,5,3,1,Because COVID-19 is a major concern right now in America. We are all worried about unemployment and not being able to pay certain funds or make any money.,no,2,24,4,1,California,5,12,3,5,1,3.029,4.655,8.778,2
4/17/20 16:43,4/17/20 16:49,0,24.253.161.244,100,329,1,4/17/20 16:49,R_0eUiTOTshCpkt2h,,,,,41.96609497,-72.28990173,anonymous,EN,1,AOXM7IK32TST5,4,2,7,1,2,2,2,4,4,2,4,1,2,3,2,3,2,1,1,1,2,1,1,3,5,4,5,3,3,2,3,2,1,I answered based on what I've gathered from reading and hearing about this situation over the past few weeks.,,1,33,1,4,CT,4,4,4,5,1,6.118,6.118,7.387,1
4/17/20 16:45,4/17/20 16:49,0,66.66.209.135,100,231,1,4/17/20 16:49,R_DSshLpO9qpFkDJv,,,,,43.13609314,-77.46479797,anonymous,EN,1,ABYFMKPTF0SHG,5,6,1,6,7,1,7,2,7,6,6,7,1,6,6,1,1,2,6,7,1,1,7,6,5,6,7,7,2,7,7,2,1,very good,good,1,30,2,4,New York,4,3,1,1,1,0,0,7.756,0
4/17/20 16:46,4/17/20 16:49,0,98.252.97.77,100,199,1,4/17/20 16:49,R_b1Hzu9CTYJT54lz,,,,,36.75390625,-119.7084961,anonymous,EN,1,A35IT4GHURUWK7,3,4,3,4,5,4,5,3,3,5,5,4,4,5,4,4,4,6,3,4,3,1,5,5,4,5,4,3,5,4,5,4,1,i chose the answers by my opinion matters,no,2,23,4,2,Minnesota,5,1,5,5,1,17.112,17.948,19.286,2
4/17/20 16:45,4/17/20 16:49,0,68.12.27.188,100,258,1,4/17/20 16:49,R_6YA8S2ruY29yk3D,,,,,35.51890564,-97.53540039,anonymous,EN,1,A03172343NB8PHOPICC1,4,4,6,4,4,2,5,4,5,4,1,1,1,5,5,4,3,4,4,2,2,1,4,7,3,5,7,6,7,5,5,1,1,"For me, I am not worried about the virus. I live my life and I make sure to be clean and hygienic. It really is not rocket science and I do not believe many people out there in regards to information.",,1,24,1,4,NY,5,10,6,5,1,2.169,2.169,7.223,1
4/17/20 16:44,4/17/20 16:49,0,68.41.90.166,100,286,1,4/17/20 16:49,R_pK9yApKcFe0Sspz,,,,,42.74290466,-83.27200317,anonymous,EN,1,A3JNSBGUKVX3D7,3,3,5,2,3,4,2,5,5,4,5,3,4,4,5,3,4,2,5,4,4,1,2,5,4,5,4,3,3,3,4,3,1,"I think that scientist still don't know very much about this virus as most people are lead to believe they do. For example I've just seen recent news that the virus may indeed be from a Wuhan lab and an investigation is being opened into that, while before most said that was not the case and was completely false information.",no,1,25,1,2,Michigan,4,5,5,5,1,3.616,3.616,5.877,1
4/17/20 16:44,4/17/20 16:49,0,73.66.114.81,100,336,1,4/17/20 16:49,R_3kyUHtgn3WSvoBe,,,,,37.67550659,-121.0068054,anonymous,EN,1,APLBF6JY2C1QZ,4,2,3,2,1,2,2,4,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,5,2,2,2,3,2,1,I believe this is a real threat and do not believe it was engineered. I am  not a conspiracy theorist. I trust our experts and scientists to do what is best for human health and will follow their guidelines. ,,2,51,1,1,California,5,20,1,3,1,5.297,5.297,7.518,1
4/17/20 16:45,4/17/20 16:49,0,71.168.183.117,100,278,1,4/17/20 16:49,R_3EcLk6yKI2Sdtju,,,,,40.25140381,-74.76319885,anonymous,EN,1,A2K4VALEE25YZ4,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,3,3,2,3,3,2,3,3,2,1,I answered the way that I did because I trust scientists and the medical community. I believe that the coronavirus is a serious threat and we need a vaccine!,Thank you for allowing me to participate in this study!,2,21,1,4,New Jersey,5,20,2,2,1,4.766,4.766,11.985,1
4/17/20 16:43,4/17/20 16:49,0,71.204.170.129,100,374,1,4/17/20 16:49,R_3IWao3Idv5lon91,,,,,37.34790039,-122.0350952,anonymous,EN,1,A3O2ZWJKY6CZ5K,5,1,3,1,1,1,2,6,4,2,2,1,1,1,2,1,1,6,5,2,1,1,1,2,5,4,7,1,1,4,1,6,1,"Everyone has to work together in order to fight the COVID 19. Let the WHO and other health leader led us out of health crisis. Politician should work closely with the scientist and health experts to control the diseases first before thinking recovering the economy. If all the people die, none will be able to work for the businesses. ",na,2,32,4,1,CA,5,6,3,3,1,6.794,6.794,7.779,1
4/17/20 16:44,4/17/20 16:49,0,98.24.178.51,100,339,1,4/17/20 16:49,R_1jMNmciZ4mESjfR,,,,,35.37159729,-80.52999878,anonymous,EN,1,A3415FKWLN1BEM,4,4,5,2,3,2,5,7,7,5,5,1,3,3,5,5,3,3,3,4,3,1,1,6,6,6,6,5,5,5,4,3,1,I'm not sure current health habits will make a big difference. It seems the virus can be transmitted to anyone regardless of health status.,None. Thank You.,1,51,1,3,North Carolina,4,3,6,7,1,16.677,18.289,19.039,2
4/17/20 16:45,4/17/20 16:49,0,99.109.57.128,100,280,1,4/17/20 16:49,R_1C43k4hEItEH95Y,,,,,38.9683075,-95.26950073,anonymous,EN,1,AUOYNTK0GOFOM,3,1,2,1,1,1,1,1,1,1,2,1,1,1,4,1,1,2,2,1,1,1,1,1,4,1,5,1,1,2,2,2,1,Well I try to watch what I consider solid honest news sources- in saying informed about Covid19- and I answered based on facts I learned there.,none,1,55,1,2,KS,5,6,3,4,1,5.491,7.835,9.273,3
4/17/20 16:44,4/17/20 16:49,0,71.228.150.145,100,350,1,4/17/20 16:49,R_BEU3gmL2luoGLVT,,,,,32.33830261,-111.0455017,anonymous,EN,1,A35CRYBHUZZZHO,4,2,5,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,5,4,1,4,2,1,1,1,4,1,I chose my responses based on what I've read about COVID-19 as well as my own thoughts on things like vaccinations.,no,2,22,1,1,Arizona,5,6,1,1,1,7.357,8.109,8.569,3
4/17/20 16:44,4/17/20 16:50,0,47.204.199.53,100,352,1,4/17/20 16:50,R_3DkISeIiUIFWFzr,,,,,28.22839355,-82.20429993,anonymous,EN,1,AEML8WIL0A4C,5,6,2,5,6,3,6,1,6,6,6,5,2,5,6,2,2,3,6,5,2,1,5,6,6,6,6,5,1,5,6,2,1,because I think so ,good,1,52,1,1,Florida,5,2,6,5,1,7.968,7.968,16.415,1
4/17/20 16:45,4/17/20 16:50,0,65.29.71.149,100,269,1,4/17/20 16:50,R_1mUzocaUW3X9Cql,,,,,40.09820557,-83.15799713,anonymous,EN,1,AVIOR20K5ZXQD,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,1,The coronavirus is a natural occurrence and we need to take steps to prevent the spread.,n/a,2,28,1,2,Ohio,5,2,2,4,1,3.146,5.476,6.555,3
4/17/20 16:46,4/17/20 16:50,0,198.228.81.114,100,188,1,4/17/20 16:50,R_3I5EwgbyhiiJEzi,,,,,37.75100708,-97.8219986,anonymous,EN,1,A264MT24ODYTOR,4,6,5,7,7,3,7,1,7,7,7,7,1,7,7,1,1,1,7,7,1,0,7,7,7,7,5,6,1,7,7,1,0,most important,,2,60,1,3,,4,,6,7,0,0.104,6.215,6.533,5
4/17/20 16:43,4/17/20 16:50,0,23.80.158.92,100,373,1,4/17/20 16:50,R_86Nkqe1ZU23csRr,,,,,34.07290649,-118.2606049,anonymous,EN,1,A324IACXHK2QAO,3,4,5,3,5,3,5,5,6,3,3,3,3,4,3,2,5,2,5,4,5,1,3,6,4,3,5,3,5,4,3,2,1,"While we don’t recommend having a canned response for every interview question (in fact, please don’t), we do recommend spending some time getting comfortable with what you might be asked, what hiring managers are really looking for in your responses, and what it takes to show that you’re the right person for the job.

",": Do you have any additional comments, questions, or concerns you would like",1,40,1,3,oklahoma,5,2,5,5,1,3.337,3.337,8.619,1
4/17/20 16:48,4/17/20 16:50,0,45.22.246.135,100,119,1,4/17/20 16:50,R_3F4XFw3DBBTCXIq,,,,,32.87539673,-96.71029663,anonymous,EN,1,A2PRFZ37NXJYQV,5,5,5,4,5,5,4,5,6,3,3,6,4,3,5,1,4,7,5,3,3,0,4,6,6,5,5,7,4,5,5,4,0,i went based on the information and feelings toward the pandemic,no,1,19,1,3,Texas,4,4,3,3,1,1.63,2.672,5.837,2
4/17/20 16:43,4/17/20 16:50,0,97.99.229.150,100,375,1,4/17/20 16:50,R_10COqlv4HjQlE0Y,,,,,33.02870178,-96.68260193,anonymous,EN,1,A2KW17G25L25R8,5,7,2,1,1,1,5,4,6,2,5,5,2,5,2,4,3,5,5,4,5,1,7,7,5,7,1,1,1,1,1,1,1,"I think everyone is very unsure about this and it is a learning phase for everyone. No one knows how to deal, or cope with this. ",No,2,32,1,3,Texas,4,2,6,7,1,20.763,20.763,22.1,1
4/17/20 16:43,4/17/20 16:50,0,76.10.38.86,100,375,1,4/17/20 16:50,R_1rk3LmeIQ2yvRx1,,,,,32.42269897,-85.07779694,anonymous,EN,1,A22X6J5V33NZBM,4,1,7,1,2,1,2,7,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,5,2,5,5,1,1,2,3,1,1,I answered honestly.,n/a,1,27,3,3,Alabama,5,3,4,5,1,6.677,6.677,7.706,1
4/17/20 16:44,4/17/20 16:50,0,75.181.91.125,100,350,1,4/17/20 16:50,R_YbKTBCAUFTa9nm9,,,,,35.21000671,-80.85119629,anonymous,EN,1,A2EQOFJNKS7RCN,3,3,5,2,2,2,2,2,3,1,2,1,2,3,1,2,2,3,3,2,3,1,2,2,2,3,5,2,2,2,2,2,1,I think that opening the economy any time sooner than knowing the virus will no longer spread is silly. It could put us back months of time social distancing instead of just pushing through it once and moving forward. I think we need to listen to the scientist that are working on the virus. ,None,1,25,1,3,North Carolina,5,5,3,6,1,12.371,13.437,15.52,2
4/17/20 16:44,4/17/20 16:50,0,69.22.228.33,100,358,1,4/17/20 16:50,R_2QRm8xtWnC00LVN,,,,,40.73080444,-73.99749756,anonymous,EN,1,A1SLR72L2E2Y7Z,5,1,3,1,1,1,1,4,4,1,4,1,4,1,1,1,1,4,4,1,3,1,1,1,1,1,1,1,1,1,1,3,1,"I feel COVID-19 is a danger to many people and that the scientists are right. Some politicians are making light of it, but if we weren't social distancing, things would likely be falling apart even more because the hospitals would be overrun.",None,1,45,1,4,New York,5,10,2,5,1,9.071,9.071,11.1,1
4/17/20 16:45,4/17/20 16:50,0,75.108.112.133,100,274,1,4/17/20 16:50,R_8IxVanPJt98JpKN,,,,,38.32739258,-81.66899872,anonymous,EN,1,A3B8CHEB2ZS31K,5,1,5,1,1,1,1,3,1,1,2,1,1,5,1,2,1,2,4,1,1,1,1,1,7,1,5,1,1,1,1,2,1,Doctors are working hard to find a cure for this thing and in the meantime we need to do our part and stay the f**k home!,no,1,38,1,3,West Virginia,5,7,2,2,1,1.132,5.133,6.568,3
4/17/20 16:44,4/17/20 16:50,0,72.241.6.239,100,334,1,4/17/20 16:50,R_2xyFGeV8Y3k8ukS,,,,,41.62980652,-83.57730103,anonymous,EN,1,A2MYLV7DGUL42B,3,3,5,2,3,3,3,5,3,3,3,2,2,3,3,2,2,2,3,3,2,1,3,3,5,6,3,5,5,6,5,2,1,The normal flu kills more people then Covid-19.,no,2,55,1,2,Ohio,5,5,6,6,1,11.992,11.992,13.786,1
4/17/20 16:45,4/17/20 16:50,0,100.2.234.104,100,273,1,4/17/20 16:50,R_BYzImve1QsrL9gR,,,,,40.62080383,-74.04260254,anonymous,EN,1,A1UTBDKOQ2MKUD,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,4,2,2,2,4,2,2,2,2,2,1,I answered as any reasonable and educated person would answer. I answered with rational answers that aren't based on emotions that were caused by this pandemic.,No,1,29,4,4,New York,5,5,3,3,1,6.302,6.302,7.252,1
4/17/20 16:44,4/17/20 16:50,0,207.225.106.101,100,344,1,4/17/20 16:50,R_28LMIGl7c2P21ac,,,,,39.94689941,-105.2142029,anonymous,EN,1,A23YQ8J1DNM084,3,1,3,1,1,1,5,3,5,2,5,1,2,1,2,1,1,1,5,1,1,1,1,7,6,5,7,1,1,2,5,1,1,I answered to the best of my ability and to truly reflect my opinions.,None,2,42,1,1,Colorado ,4,7,5,5,1,2.485,5.443,6.794,4
4/17/20 16:46,4/17/20 16:50,0,174.85.34.13,100,240,1,4/17/20 16:50,R_1Dr4mRF20Kw5ia8,,,,,34.18359375,-118.2962952,anonymous,EN,1,A171LP458WNH5K,4,5,4,5,5,2,4,2,5,5,5,6,3,5,4,3,2,3,4,6,3,1,5,6,4,5,5,5,2,5,4,2,1,about corona virus,good,2,49,1,3,Texas,5,3,5,6,1,8.508,23.185,24.658,2
4/17/20 16:44,4/17/20 16:50,0,204.195.128.192,100,385,1,4/17/20 16:50,R_32PeNkJN9io2XSK,,,,,39.88589478,-79.97570038,anonymous,EN,1,A3OZ8KF0HWSVWK,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,2,1,"I am not a COVID-19 skeptic/wacko. We should follow the facts and the science, not race baiting rhetoric and medical quackery.",no,1,54,1,4,Pennsylvania,4,15,2,2,1,8.135,8.135,10.1,1
